OBJECTID,Latitude,Longitude,StopID,Stop_name,Direction,WkdyService,SatService,SunService,Mode,Routes_ser,Community_Name,Community_Type,Full_Label
5163,40.438418,-80.001732,P01330,BLVD OF ALLIES AT WOOD ST,Inbound,Yes,No,No,Bus,"52L, 53L, 56, 57, 58",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5164,40.438382,-80.002147,P01340,BLVD OF ALLIES AT WOOD ST,Outbound,Yes,Yes,Yes,Bus,"65, 67, 69",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5165,40.440325,-79.993488,P01450,CHATHAM ST AT CENTRE AVE,Inbound,Yes,Yes,Yes,Bus,77,CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5166,40.443763,-79.992218,P01600,EAST BUSWAY AT PENN STATION A,Both,Yes,No,No,Busway,"1, 11, 15, 39, 40, 44, 6, P1, P2",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5167,40.44404,-79.99186,P01610,EAST BUSWAY AT PENN STATION B,Both,Yes,No,No,Busway,"19L, P10, P12, P16, P17, P67, P68, P69, P7, P71, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5168,40.443918,-79.992138,P01620,EAST BUSWAY AT PENN STATION C,Both,Yes,No,No,Busway,"1, 11, 15, 19L, 39, 40, 44, 6, P1, P10, P12, P16, P17, P2, P67, P68, P69, P7, P71, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5169,40.437035,-80.001631,P01875,FT PITT BLVD AT SMITHFIELD ST FS,Inbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5170,40.440277,-79.996362,P01936,GRANT ST AT OLIVER AVE,Both,Yes,Yes,Yes,Bus,"19L, P17, P69, P7, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5171,40.440086,-79.996194,P01940,GRANT ST OPP OLIVER AVE,Both,Yes,No,No,Bus,"19L, P12, P16, P67",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5172,40.442787,-79.994301,P01970,GRANT ST AT SEVENTH AVE FS,Both,Yes,Yes,Yes,Bus,"P12, P16, P67",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5173,40.443259,-79.994278,P02030,GRANT ST AT LIBERTY AVE FS (FED BLDG),Both,Yes,No,No,Bus,"19L, G2, G3, P17, P69, P7, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5174,40.442989,-79.994171,P02060,GRANT ST AT POST OFFICE,Outbound,Yes,Yes,Yes,Bus,"87, P1, P2",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5175,40.44157,-79.995433,P02080,GRANT ST AT STRAWBERRY WAY (US STEEL TOWER,Both,Yes,Yes,Yes,Bus,"19L, P17, P69, P7, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5176,40.441163,-79.995491,P02120,GRANT ST AT US STEEL STOP A,Outbound,Yes,Yes,Yes,Bus,"87, P1, P2, P68, P71",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5177,40.441476,-79.995286,P02130,GRANT ST AT US STEEL STOP B,Inbound,Yes,Yes,Yes,Bus,19L,CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5178,40.441745,-80.002637,P02270,LIBERTY AVE AT FIFTH AVE,Both,Yes,Yes,Yes,Bus,"28X, G2, G3, P10",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5179,40.442235,-80.000239,P02280,LIBERTY AVE AT SIXTH AVE,Both,Yes,Yes,Yes,Bus,"29, 31, 81, 82, 83, G2, G3, G31, P17, P69, P7, P76",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5180,40.441999,-80.001761,P02290,LIBERTY AVE AT 6TH ST,Outbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17, 7",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5181,40.442523,-79.999806,P02310,LIBERTY AVE AT 7TH ST (CLARK BLDG),Outbound,Yes,Yes,Yes,Bus,"1, 11, 12, 2, 4, 6, O5, P13",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5182,40.442748,-79.998895,P02320,LIBERTY AVE AT TITO WAY,Both,Yes,Yes,Yes,Bus,"15, 28X, 7, G2, G3, P10, P12, P16, P67",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5183,40.443739,-79.995153,P02325,LIBERTY AVE AT 10TH ST NS,Both,Yes,Yes,Yes,Bus,"39, 40, 44, 87, P1, P2, P68, P71",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5184,40.441177,-80.005077,P02430,LIBERTY AVE AT GATEWAY #4,Both,Yes,Yes,Yes,Bus,"28X, 29, 31, G2, G3, G31, P10",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5185,40.441713,-80.002122,P02470,LIBERTY AVE AT MARKET ST,Both,Yes,Yes,Yes,Bus,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5186,40.443148,-79.996759,P02490,LIBERTY AVE AT SMITHFIELD ST,Both,Yes,Yes,Yes,Bus,"1, 11, 15, 29, 31, 39, 40, 44, 6, 86, 88, 91, G2, G3, G31, P17, P69, P7, P76",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5187,40.443514,-79.995292,P02530,LIBERTY AVE AT WILLIAM PENN PL,Both,Yes,Yes,Yes,Bus,"1, 11, 15, 39, 40, 44, 6, 86, 88, 91, G2, G3, P10, P17, P69, P7, P76, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5188,40.442401,-79.999575,P02550,LIBERTY AVE AT WOOD ST,Both,Yes,Yes,Yes,Bus,"28X, 77, 86, 88, 91",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5189,40.442812,-79.998058,P02600,LIBERTY AVE OPP 9TH ST,Both,Yes,Yes,Yes,Bus,"1, 11, 15, 29, 31, 39, 40, 44, 6, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P78",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5190,40.444082,-79.993358,P02610,LIBERTY AVE OPP 11TH ST FS (AMTRAK),Outbound,Yes,Yes,Yes,Bus,"86, 87, 88, 91",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5191,40.441427,-80.00585,P02650,LIBERTY AVE AT WYNDHAM GRAND HOTEL,Both,Yes,Yes,Yes,Bus,"26, 27, 28X, 29, 31, G2, G3, G31, P10",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5192,40.44339,-79.996487,P02670,LIBERTY AVE OPP SMITHFIELD ST,Both,Yes,Yes,Yes,Bus,"1, 11, 15, 6, P10, P12, P16, P67",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5193,40.445061,-79.993645,P02800,PENN AVE AT 11TH ST,Inbound,Yes,Yes,Yes,Bus,"86, 88, 91",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5194,40.442595,-80.002999,P02830,PENN AVE AT CECIL PL,Outbound,Yes,Yes,Yes,Bus,"29, 31, G31",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5195,40.443302,-80.000182,P02860,PENN AVE AT 7TH ST,Both,Yes,Yes,Yes,Bus,"29, 31, 8, G31",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5196,40.443543,-79.999276,P02865,PENN AVE AT 8TH ST,Outbound,Yes,Yes,Yes,Bus,"86, 88, 91",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5197,40.443846,-79.998229,P02890,PENN AVE AT 9TH ST,Outbound,Yes,Yes,Yes,Bus,"29, 31, 86, 88, 91, G31",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5198,40.444086,-79.997329,P02910,PENN AVE AT GARRISON PL NS (#933),Both,Yes,Yes,Yes,Bus,"29, 31, 86, 88, 91, G31",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5199,40.435234,-79.996668,P02956,FIRST AVENUE STATION,Inbound,Yes,Yes,Yes,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5200,40.435298,-79.996751,P02957,FIRST AVENUE STATION,Outbound,Yes,Yes,Yes,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5201,40.438311,-79.99993,P03000,SMITHFIELD ST AT THIRD AVE,Outbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5202,40.44155,-79.997761,P03090,SMITHFIELD ST AT SIXTH AVE,Outbound,Yes,Yes,Yes,Bus,"39, 40, 44, 87, P1, P2, P68, P71",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5203,40.439537,-79.999106,P03145,SMITHFIELD ST AT FORBES AVE,Outbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5204,40.43688,-80.000923,P03150,SMITHFIELD ST AT FT PITT BLVD,Outbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5205,40.440363,-80.004417,P03315,STANWIX ST AT FOURTH AVE (PPG PLACE),Inbound,Yes,Yes,Yes,Bus,"20, 21, 22, 24",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5206,40.440989,-80.003966,P03360,STANWIX ST AT FORBES AVE,Outbound,Yes,Yes,Yes,Bus,"36, 38",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5207,40.442275,-80.004199,P03440,STANWIX ST AT PENN AVE (GATEWAY #2),Both,Yes,Yes,Yes,Bus,"19L, 26, 27, O1, O12",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5208,40.440497,-80.004503,P03490,STANWIX ST OPP FOURTH AVE,Both,Yes,Yes,Yes,Bus,"65, 67, 69",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5209,40.439794,-79.995653,P03510,STEEL PLAZA STATION,Inbound,Yes,Yes,Yes,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5210,40.439902,-79.995778,P03520,STEEL PLAZA STATION,Outbound,Yes,Yes,Yes,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5211,40.439008,-80.001404,P03660,WOOD ST AT THIRD AVE FS,Inbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5212,40.441825,-79.999527,P03690,WOOD ST AT SIXTH AVE,Inbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5213,40.440352,-80.000557,P03695,WOOD ST BTW FORBES AVE & FIFTH AVE,Inbound,Yes,Yes,Yes,Bus,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5214,40.43621,-79.996494,P70005,SECOND AVE AT B ST,Outbound,Yes,Yes,Yes,Bus,"52L, 53L, 56, 57, 58",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5215,40.439003,-79.995377,P70007,FIFTH AVE AT ROSS ST,Inbound,Yes,Yes,Yes,Bus,"67, 69, 77",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5216,40.444303,-79.993368,P70018,LIBERTY AVE AT 11TH ST (GREYHOUND),Inbound,Yes,Yes,Yes,Bus,87,CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5217,40.439886,-79.994126,P70019,SIXTH AVE AT CENTRE AVE,Inbound,Yes,Yes,Yes,Bus,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5218,40.442286,-79.999569,P70020,WOOD STREET STATION,Outbound,Yes,Yes,Yes,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5219,40.442355,-79.999515,P70021,WOOD STREET STATION,Inbound,Yes,Yes,Yes,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5220,40.442344,-80.004088,P70024,STANWIX ST AT PENN AVE FS,Both,Yes,No,No,Bus,"19L, 20, 21, 22, 24, 36, 38",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5221,40.441701,-80.004132,P70025,GATEWAY STATION,Inbound,Yes,Yes,No,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5222,40.44168,-80.004245,P70026,GATEWAY STATION,Outbound,Yes,Yes,No,Light Rail,"BLLB, BLSV, RED",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5223,40.442147,-80.001231,P70027,LIBERTY AVE AT 6TH ST NS (SHELTER),Both,Yes,Yes,Yes,Bus,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",CENTRAL BUSINESS DISTRICT,HOOD,Central Business District Neighborhood
5224,40.406334,-79.908116,S00010,10TH AVE AT ANN ST,Inbound,Yes,Yes,Yes,Bus,53L,HOMESTEAD,BOROUGH,Homestead Borough
5225,40.404325,-79.908139,S00080,12TH AVE AT AMITY ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",HOMESTEAD,BOROUGH,Homestead Borough
5226,40.404339,-79.908339,S00090,12TH AVE AT AMITY ST FS,Outbound,Yes,Yes,Yes,Bus,"53, 53L",HOMESTEAD,BOROUGH,Homestead Borough
5227,40.417919,-79.986459,S00160,S 18TH ST AT ARLINGTON AVE,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5228,40.428487,-79.980435,S00180,S 18TH ST AT E CARSON ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5229,40.421756,-79.979334,S00200,S 18TH ST AT CROSSMAN ST FS,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5230,40.421301,-79.984611,S00205,S 18TH ST AT GABLE ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5231,40.424802,-79.979421,S00230,S 18TH ST AT JOSEPHINE ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5232,40.42598,-79.980753,S00240,S 18TH ST AT MARY ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5233,40.423675,-79.977626,S00260,S 18TH ST AT MISSION ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5234,40.421656,-79.984374,S00270,S 18TH ST AT MONASTERY AVE,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5235,40.423981,-79.977811,S00280,S 18TH ST AT PIUS ST,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5236,40.419775,-79.987439,S00290,S 18TH ST AT RUGRAFF ST,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5237,40.421091,-79.980267,S00300,S 18TH ST AT #2025,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5238,40.421179,-79.980466,S00310,S 18TH ST AT #2312,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5239,40.420842,-79.98585,S00320,S 18TH ST AT #2620,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5240,40.42776,-79.980592,S00370,S 18TH ST AT SARAH ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5241,40.425059,-79.980957,S00390,S 18TH ST AT STEPS,Outbound,Yes,Yes,No,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5242,40.421381,-79.982566,S00400,S 18TH ST AT ST PATRICK ST,Inbound,Yes,Yes,No,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5243,40.420484,-79.986253,S00410,S 18TH ST OPP WACHTER ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5244,40.421606,-79.979366,S00420,S 18TH ST OPP CROSSMAN ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5245,40.424695,-79.979513,S00430,S 18TH ST OPP JOSEPHINE ST,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5246,40.418719,-79.986243,S00450,S 18TH ST OPP MT OLIVER ST FS,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5247,40.419629,-79.987451,S00460,S 18TH ST OPP RUGRAFF ST,Inbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5248,40.421477,-79.982473,S00490,S 18TH ST OPP ST PATRICK ST,Outbound,Yes,Yes,Yes,Bus,"51, 54",SOUTHSIDE SLOPES,HOOD,Southside Slopes Neighborhood
5249,40.428704,-79.977707,S00500,S 20TH ST AT E CARSON ST,Inbound,Yes,Yes,Yes,Bus,"81, 83",SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5250,40.397642,-79.901809,S00530,22ND AVE AT MAIN ST,Outbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
5251,40.397358,-79.902668,S00550,22ND AVE AT WEST ST,Inbound,Yes,Yes,Yes,Bus,"53, 53L",MUNHALL,BOROUGH,Munhall Borough
5252,40.427296,-79.968378,S00590,S 26TH ST AT E CARSON ST,Inbound,Yes,Yes,Yes,Bus,48,SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5253,40.425615,-79.96917,S00600,S 26TH ST AT JANE ST,Inbound,Yes,Yes,Yes,Bus,48,SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5254,40.426415,-79.968785,S00620,S 26TH ST AT SARAH ST,Inbound,Yes,Yes,Yes,Bus,48,SOUTHSIDE FLATS,HOOD,Southside Flats Neighborhood
5255,40.434409,-79.989997,S00660,SECOND AVE AT S 10TH ST BRIDGE,Outbound,Yes,Yes,Yes,Bus,"52L, 53L, 56, 57, 58",BLUFF,HOOD,Bluff Neighborhood
5256,40.400167,-79.937734,S00670,SECOND AVE AT ALUVIAN ST,Inbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5257,40.402945,-79.941978,S00680,SECOND AVE AT AMERICAN ST,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5258,40.431323,-79.959375,S00690,SECOND AVE AT BATES ST FS,Inbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5259,40.435834,-79.972661,S00730,SECOND AVE AT BRADY ST,Inbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5260,40.406931,-79.943164,S00750,SECOND AVE AT ELIZABETH ST,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5261,40.407351,-79.943395,S00760,SECOND AVE AT ELIZABETH ST,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5262,40.409832,-79.943987,S00770,SECOND AVE AT FLOWERS AVE,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5263,40.40892,-79.943709,S00790,SECOND AVE AT GLEN CALADH ST,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5264,40.400948,-79.93926,S00800,SECOND AVE AT GLENWOOD AVE,Inbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5265,40.411064,-79.944587,S00840,SECOND AVE AT HAZELWOOD AVE,Both,Yes,Yes,Yes,Bus,"56, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5266,40.43013,-79.958107,S00850,SECOND AVE AT HOT METAL ST,Outbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5267,40.405877,-79.94287,S00860,SECOND AVE AT JOHNSTON AVE,Inbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5268,40.403462,-79.942148,S00870,SECOND AVE AT MANSION ST,Inbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5269,40.43404,-79.965509,S00900,SECOND AVE AT TECHNOLOGY DR,Outbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5270,40.401009,-79.939526,S00920,SECOND AVE AT RENOVA ST,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5271,40.434355,-79.987412,S00925,SECOND AVE AT SECOND AVE PARKING PL (#1250),Outbound,Yes,Yes,Yes,Bus,"56, 57, 58",BLUFF,HOOD,Bluff Neighborhood
5272,40.408775,-79.943815,S00982,SECOND AVE AT TECUMSEH ST,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5273,40.407616,-79.943351,S00990,SECOND AVE AT TIPTON ST,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5274,40.401692,-79.940689,S01010,SECOND AVE AT VESPUCIUS ST,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5275,40.401707,-79.940486,S01020,SECOND AVE OPP VESPUCIUS ST,Inbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5276,40.403852,-79.942137,S01040,SECOND AVE AT WINSTON ST,Inbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5277,40.434482,-79.990054,S01050,SECOND AVE OPP S 10TH ST BRIDGE FS,Inbound,Yes,Yes,Yes,Bus,"56, 57, 58",BLUFF,HOOD,Bluff Neighborhood
5278,40.40008,-79.937907,S01060,SECOND AVE OPP ALUVIAN ST,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5279,40.431011,-79.95919,S01070,SECOND AVE OPP BATES ST FS,Outbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5280,40.435778,-79.97268,S01100,SECOND AVE OPP BRADY ST,Outbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5281,40.410191,-79.944228,S01120,SECOND AVE OPP FLOWERS AVE,Both,Yes,Yes,Yes,Bus,"56, 57, 93",HAZELWOOD,HOOD,Hazelwood Neighborhood
5282,40.406072,-79.94305,S01140,SECOND AVE OPP JOHNSTON AVE,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5283,40.404037,-79.942448,S01150,SECOND AVE OPP MANSION ST,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5284,40.434092,-79.965264,S01200,SECOND AVE OPP TECHNOLOGY DR,Inbound,Yes,Yes,Yes,Bus,"56, 57, 58",SOUTH OAKLAND,HOOD,South Oakland Neighborhood
5285,40.404663,-79.942641,S01260,SECOND AVE OPP WINSTON ST,Outbound,Yes,Yes,Yes,Bus,56,HAZELWOOD,HOOD,Hazelwood Neighborhood
5286,40.373345,-79.847179,S01280,2ND ST AT GRANT AVE,Both,Yes,Yes,Yes,Bus,"59, 61C",DUQUESNE,CITY,Duquesne
5287,40.373048,-79.846795,S01290,2ND ST AT GRANT AVE,Inbound,Yes,Yes,Yes,Bus,"52L, 61C, P7",DUQUESNE,CITY,Duquesne
5288,40.375037,-79.848654,S01300,2ND ST AT HAMILTON AVE,Both,Yes,Yes,Yes,Bus,"59, 61C",DUQUESNE,CITY,Duquesne
5289,40.371806,-79.846286,S01330,2ND ST AT KENNEDY AVE,Both,Yes,Yes,Yes,Bus,"52L, 59, 61C, P7",DUQUESNE,CITY,Duquesne
5290,40.371985,-79.846571,S01340,2ND ST AT KENNEDY AVE FS,Outbound,Yes,Yes,Yes,Bus,61C,DUQUESNE,CITY,Duquesne
5291,40.376102,-79.849596,S01360,2ND ST AT OLIVER AVE,Both,Yes,Yes,Yes,Bus,"59, 61C",DUQUESNE,CITY,Duquesne
5292,40.373876,-79.847643,S01395,2ND ST AT SR CITIZEN HI-RISE,Both,Yes,Yes,Yes,Bus,"59, 61C",DUQUESNE,CITY,Duquesne
5293,40.272964,-79.885652,S01410,THIRD AVE AT RT 51 OVERPASS (SHELTER),Both,Yes,Yes,Yes,Bus,Y46,ELIZABETH,BOROUGH,Elizabeth Borough
5294,40.372558,-79.848922,S01520,4TH ST AT GRANT AVE,Outbound,Yes,Yes,Yes,Bus,59,DUQUESNE,CITY,Duquesne
5295,40.371305,-79.84841,S01530,4TH ST AT KENNEDY AVE,Outbound,Yes,Yes,Yes,Bus,59,DUQUESNE,CITY,Duquesne
5296,40.369482,-79.847657,S01540,4TH ST AT VIOLA AVE,Outbound,Yes,Yes,Yes,Bus,59,DUQUESNE,CITY,Duquesne
5297,40.353075,-79.846979,S01620,5TH AVE AT #1681,Both,Yes,Yes,Yes,Bus,"55, 56, 59, 61C, P7",MCKEESPORT,CITY,McKeesport
5298,40.352972,-79.844033,S01810,5TH AVE AT PIRL ST,Both,Yes,Yes,Yes,Bus,"56, 60",MCKEESPORT,CITY,McKeesport
