OBJECTID,Latitude,Longitude,StopID,Stop_name,Direction,WkdyService,SatService,SunService,Mode,Routes_ser,Community_Name,Community_Type,Full_Label
16,40.475116,-79.786667,E55020,UNIVERSAL RD AT AUSTIN ST,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
17,40.46126,-79.81268,E55025,UNIVERSAL RD AT COLLINS DR,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
18,40.466147,-79.824253,E55032,UNIVERSAL RD AT VOLUNTEER FIRE CO,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
19,40.460601,-79.811273,E55035,UNIVERSAL RD OPP FREY RD,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
20,40.46044,-79.811391,E55040,UNIVERSAL RD AT FREY RD,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
21,40.462244,-79.814603,E55045,UNIVERSAL RD AT GREENWAY DR,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
22,40.462157,-79.814767,E55050,UNIVERSAL RD AT WEBSTER DR,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
23,40.463356,-79.802575,E55065,UNIVERSAL RD AT JOSLYN DR,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
24,40.463061,-79.802703,E55070,UNIVERSAL RD AT JOSLYN DR,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
25,40.467649,-79.793398,E55080,UNIVERSAL RD AT MAIN ST,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
26,40.460301,-79.807083,E55090,UNIVERSAL RD AT #1048,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
27,40.466129,-79.822553,E55100,UNIVERSAL RD AT #150,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
28,40.477402,-79.785199,E55130,UNIVERSAL RD AT SALTSBURG RD,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
29,40.46083,-79.804667,E55135,UNIVERSAL RD AT STOTLER RD,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
30,40.460433,-79.807081,E55136,UNIVERSAL RD OPP #1048,Inbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
31,40.460731,-79.804533,E55140,UNIVERSAL RD OPP STOTLER RD,Outbound,Yes,No,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
32,40.463793,-79.818239,E55160,UNIVERSAL RD AT WEBSTER DR FS,Outbound,Yes,Yes,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
33,40.461147,-79.812839,E55180,UNIVERSAL RD AT HAZEL RD FS,Outbound,Yes,Yes,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
34,40.464548,-79.820372,E55190,UNIVERSAL RD OPP POPLAR RIDGE RD,Outbound,Yes,Yes,No,Bus,P16,PENN HILLS,MUNICIPALI,Penn Hills Municipality
35,40.460604,-79.889077,E55211,UPLAND ST AT BRUSHTON AVE,Inbound,Yes,Yes,No,Bus,74,HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
36,40.461191,-79.891851,E55250,UPLAND ST AT #7310,Inbound,Yes,Yes,No,Bus,74,HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
37,40.460755,-79.889996,E55260,UPLAND ST AT #7500,Inbound,Yes,No,No,Bus,74,HOMEWOOD NORTH,HOOD,Homewood North Neighborhood
38,40.478269,-79.899063,E55303,HIGHLAND DR OPP JOB CORPS DR,Both,Yes,Yes,Yes,Bus,74,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
39,40.477913,-79.899159,E55304,HIGHLAND DR AT JOB CORP DR FS,Both,Yes,Yes,Yes,Bus,74,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
40,40.472785,-79.888814,E55320,VERONA BLVD AT LINCOLN AVE,Inbound,Yes,Yes,Yes,Bus,P17,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
41,40.470486,-79.887536,E55330,VERONA BLVD AT RUNNETTE ST,Inbound,Yes,No,No,Bus,"79, P17",PENN HILLS,MUNICIPALI,Penn Hills Municipality
42,40.47088,-79.888403,E55340,VERONA BLVD AT #7278,Outbound,Yes,No,No,Bus,79,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
43,40.471,-79.888272,E55350,VERONA BLVD AT #7281,Inbound,Yes,No,No,Bus,"79, P17",LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
44,40.501512,-79.837546,E55370,VERONA RD AT 2ND ST,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
45,40.477684,-79.842841,E55380,VERONA RD AT HUDSON ST,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
46,40.484971,-79.837547,E55410,VERONA RD AT ARTHUR DR,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
47,40.483958,-79.837319,E55420,VERONA RD AT BRINLEY DR,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
48,40.499027,-79.837629,E55450,VERONA RD AT ELLIOTT ST,Inbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
49,40.490464,-79.836268,E55480,VERONA RD AT GALETON DR,Inbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
50,40.490285,-79.83607,E55490,VERONA RD OPP GALETON DR,Outbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
51,40.462054,-79.86599,E55495,VERONA RD AT GIANT EAGLE DRIVEWAY,Inbound,Yes,No,No,Bus,"79, P17",PENN HILLS,MUNICIPALI,Penn Hills Municipality
52,40.462145,-79.865565,E55498,GIANT EAGLE (VERONA RD) AT ENTRANCE,Both,Yes,No,No,Bus,79,PENN HILLS,MUNICIPALI,Penn Hills Municipality
53,40.463597,-79.865563,E55500,VERONA RD AT GRAHAM BLVD EXT,Inbound,Yes,No,No,Bus,"79, P17",PENN HILLS,MUNICIPALI,Penn Hills Municipality
54,40.481843,-79.838166,E55510,VERONA RD AT HOMESTEAD RD,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
55,40.479891,-79.839458,E55530,VERONA RD AT MAPLE AVE,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
56,40.501547,-79.837803,E55535,VERONA RD OPP 2ND ST,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
57,40.486651,-79.837446,E55550,VERONA RD AT POKETA RD,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
58,40.486375,-79.837255,E55560,VERONA RD AT POKETA RD,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
59,40.493362,-79.836355,E55570,VERONA RD AT QUINCY DR,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
60,40.496238,-79.836942,E55580,VERONA RD AT RAITHEL ST,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
61,40.496108,-79.836672,E55590,VERONA RD AT RAITHEL ST FS,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
62,40.478907,-79.840792,E55600,VERONA RD AT RANDOLPH LN,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
63,40.49356,-79.836635,E55610,VERONA RD AT RIVERSIDE RD,Inbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
64,40.497467,-79.836994,E55620,VERONA RD AT RIVERVIEW DR,Inbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
65,40.481591,-79.838049,E55630,VERONA RD AT ROSEDALE ST,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
66,40.499048,-79.837395,E55730,VERONA RD OPP ELLIOTT ST,Outbound,Yes,No,No,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
67,40.463596,-79.865816,E55750,VERONA RD OPP GRAHAM BLVD EXT,Outbound,Yes,No,No,Bus,79,PENN HILLS,MUNICIPALI,Penn Hills Municipality
68,40.479698,-79.839405,E55780,VERONA RD OPP MAPLE AVE,Outbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
69,40.478684,-79.840833,E55800,VERONA RD OPP RANDOLPH LN,Outbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
70,40.497305,-79.836737,E55810,VERONA RD OPP RIVERVIEW DR,Outbound,Yes,Yes,Yes,Bus,P78,PENN HILLS,MUNICIPALI,Penn Hills Municipality
71,40.443222,-79.966196,E55855,WADSWORTH ST AT ROBINSON ST,Outbound,Yes,Yes,Yes,Bus,81,WEST OAKLAND,HOOD,West Oakland Neighborhood
72,40.443356,-79.966349,E55860,WADSWORTH ST AT ROBINSON ST FS,Inbound,Yes,Yes,Yes,Bus,81,TERRACE VILLAGE,HOOD,Terrace Village Neighborhood
73,40.443512,-79.881287,E55990,WALLACE AVE AT CENTER ST,Both,Yes,Yes,Yes,Bus,"67, 69, 79, P12, P67, P78",WILKINSBURG,BOROUGH,Wilkinsburg Borough
74,40.46358,-79.923764,E29057,HIGHLAND AVE AT STATION ST,Outbound,Yes,Yes,Yes,Bus,71B,EAST LIBERTY,HOOD,East Liberty Neighborhood
75,40.46479,-79.923422,E29070,HIGHLAND AVE AT RIPPEY ST,Inbound,Yes,Yes,Yes,Bus,71B,EAST LIBERTY,HOOD,East Liberty Neighborhood
76,40.435233,-79.883163,E14430,COAL ST OPP HUTCHINSON AVE,Inbound,Yes,Yes,Yes,Bus,61A,EDGEWOOD,BOROUGH,Edgewood Borough
77,40.460336,-79.924902,E29077,HIGHLAND AVE OPP BAUM BLVD,Outbound,Yes,Yes,Yes,Bus,71B,EAST LIBERTY,HOOD,East Liberty Neighborhood
78,40.438484,-79.881123,E14440,COAL ST AT REBECCA AVE,Inbound,Yes,Yes,Yes,Bus,61A,WILKINSBURG,BOROUGH,Wilkinsburg Borough
79,40.455045,-79.925214,E29105,HIGHLAND AVE OPP ELWOOD ST,Outbound,Yes,Yes,Yes,Bus,71B,SHADYSIDE,HOOD,Shadeyside Neighborhood
80,40.444153,-79.917915,E57490,WILKINS AVE AT BEECHWOOD BLVD,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
81,40.44014,-79.880271,E14450,COAL ST AT SOUTH AVE,Inbound,Yes,Yes,Yes,Bus,61A,WILKINSBURG,BOROUGH,Wilkinsburg Borough
82,40.444687,-79.929031,E57500,WILKINS AVE OPP BELLEROCK ST,Inbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
83,40.436515,-79.882326,E14480,COAL ST AT WALNUT ST FS,Inbound,Yes,Yes,Yes,Bus,61A,WILKINSBURG,BOROUGH,Wilkinsburg Borough
84,40.444621,-79.929356,E57510,WILKINS AVE AT BELLEROCK ST,Outbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
85,40.469808,-79.9211,E29130,HIGHLAND AVE AT STANTON AVE,Inbound,Yes,Yes,Yes,Bus,71B,HIGHLAND PARK,HOOD,Highland Park Neighborhood
86,40.437552,-79.881708,E14510,COAL ST OPP WOODWORTH ST,Inbound,Yes,Yes,Yes,Bus,61A,WILKINSBURG,BOROUGH,Wilkinsburg Borough
87,40.445197,-79.930612,E57540,WILKINS AVE AT FAIR OAKS ST,Outbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
88,40.469547,-79.921006,E29140,HIGHLAND AVE AT STANTON AVE,Outbound,Yes,Yes,Yes,Bus,"71B, 75",EAST LIBERTY,HOOD,East Liberty Neighborhood
89,40.468928,-79.938122,E15030,COLUMBO ST AT ATLANTIC AVE,Outbound,Yes,Yes,Yes,Bus,89,GARFIELD,HOOD,Garfield Neighborhood
90,40.444037,-79.923867,E57560,WILKINS AVE OPP MURRAY AVE,Inbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
91,40.465396,-79.92315,E29150,HIGHLAND AVE AT VINTAGE SENIOR CITIZEN CTR,Inbound,Yes,Yes,Yes,Bus,71B,EAST LIBERTY,HOOD,East Liberty Neighborhood
92,40.469053,-79.939173,E15050,COLUMBO ST AT PACIFIC AVE,Outbound,Yes,Yes,Yes,Bus,89,GARFIELD,HOOD,Garfield Neighborhood
93,40.443841,-79.924222,E57570,WILKINS AVE AT MURRAY AVE,Outbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
94,40.454201,-79.925453,E29160,HIGHLAND AVE AT WALNUT ST,Inbound,Yes,Yes,Yes,Bus,71B,SHADYSIDE,HOOD,Shadeyside Neighborhood
95,40.469104,-79.938966,E15060,COLUMBO ST AT PACIFIC AVE,Inbound,Yes,Yes,Yes,Bus,89,GARFIELD,HOOD,Garfield Neighborhood
96,40.444074,-79.925928,E57580,WILKINS AVE AT NEGLEY AVE,Inbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
97,40.454105,-79.925206,E29170,HIGHLAND AVE AT WALNUT ST,Outbound,Yes,Yes,Yes,Bus,71B,SHADYSIDE,HOOD,Shadeyside Neighborhood
98,40.469938,-79.940215,E15070,COLUMBO ST AT #5149,Inbound,Yes,Yes,Yes,Bus,89,GARFIELD,HOOD,Garfield Neighborhood
99,40.44395,-79.926125,E57590,WILKINS AVE AT NEGLEY AVE,Outbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
100,40.472568,-79.919832,E29180,HIGHLAND AVE AT WELLESLEY AVE,Inbound,Yes,Yes,Yes,Bus,71B,HIGHLAND PARK,HOOD,Highland Park Neighborhood
101,40.469976,-79.940381,E15080,COLUMBO ST AT #5134,Outbound,Yes,Yes,Yes,Bus,89,GARFIELD,HOOD,Garfield Neighborhood
102,40.445933,-79.914463,E57610,WILKINS AVE AT #6640,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
103,40.446305,-79.914338,E57620,WILKINS AVE AT #6647,Both,Yes,Yes,Yes,Bus,"67, 69, 74",POINT BREEZE,HOOD,Point Breese Neighborhood
104,40.443953,-79.920842,E57640,WILKINS AVE AT SHADY AVE FS,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
105,40.443786,-79.920182,E57650,WILKINS AVE AT SHADY AVE FS,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
106,40.444139,-79.927772,E57660,WILKINS AVE AT WIGHTMAN ST,Inbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
107,40.444052,-79.928153,E57670,WILKINS AVE AT WIGHTMAN ST,Outbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
108,40.443979,-79.92203,E57680,WILKINS AVE AT WOODLAND RD,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
109,40.446544,-79.912905,E57710,WILKINS AVE AT WORTH ST,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
110,40.445141,-79.930023,E57750,WILKINS AVE AT FAIR OAKS ST,Inbound,Yes,Yes,Yes,Bus,"67, 69",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
111,40.443805,-79.922234,E57770,WILKINS AVE OPP WOODLAND RD,Both,Yes,Yes,Yes,Bus,"67, 69, 74",SQUIRREL HILL NORTH,HOOD,Squirrel Hill North Neighborhood
112,40.446756,-79.912652,E57790,WILKINS AVE OPP WORTH ST,Both,Yes,Yes,Yes,Bus,"67, 69, 74",POINT BREEZE,HOOD,Point Breese Neighborhood
113,40.454001,-79.86702,E57940,WILNER DR AT BRACEY DR,Both,Yes,Yes,Yes,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
114,40.455084,-79.870972,E57950,WILNER DR AT EAST HILLS DR,Both,Yes,Yes,Yes,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
115,40.45277,-79.866909,E57960,WILNER DR AT ROBINSON BLVD,Both,Yes,Yes,Yes,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
116,40.452887,-79.866743,E57970,WILNER DR AT ROBINSON BLVD FS,Both,Yes,Yes,Yes,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
117,40.454245,-79.867941,E57980,WILNER DR AT #2202,Both,Yes,Yes,Yes,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
118,40.454226,-79.869127,E57990,WILNER DR AT #2278,Both,Yes,Yes,No,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
119,40.453937,-79.867335,E58000,WILNER DR OPP BRACEY DR,Both,Yes,Yes,No,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
120,40.454049,-79.86927,E58010,WILNER DR OPP #2278,Both,Yes,Yes,No,Bus,79,EAST HILLS,HOOD,East Hills Neighborhood
121,40.473862,-79.897581,E58020,WILTSIE ST AT #6903,Both,Yes,Yes,Yes,Bus,74,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
122,40.472591,-79.896858,E58030,WILTSIE ST AT WARDSONS ST,Both,Yes,Yes,Yes,Bus,74,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
123,40.473772,-79.897851,E58040,WILTSIE ST OPP #6903,Both,Yes,Yes,Yes,Bus,74,LINCOLN-LEMINGTON-BELMAR,HOOD,Lincoln-Lemington-Belmar Neighborhood
124,40.418973,-79.93991,E58050,WINTERBURN AVE AT BIGELOW ST,Inbound,Yes,Yes,Yes,Bus,58,HAZELWOOD,HOOD,Hazelwood Neighborhood
125,40.424278,-79.939767,E58060,WINTERBURN AVE AT BLANTON ST,Outbound,Yes,Yes,Yes,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
126,40.42054,-79.93991,E58070,WINTERBURN AVE AT CONNOR ST,Inbound,Yes,Yes,Yes,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
127,40.425472,-79.939923,E58080,WINTERBURN AVE AT DENMARSH ST,Inbound,Yes,Yes,Yes,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
128,40.423376,-79.939883,E58090,WINTERBURN AVE AT FARNSWORTH ST FS,Inbound,Yes,Yes,Yes,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
129,40.426081,-79.939713,E58100,WINTERBURN AVE AT GREENFIELD AVE,Outbound,Yes,Yes,Yes,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
130,40.425249,-79.939801,E58120,WINTERBURN AVE AT MINNESOTA ST,Outbound,Yes,Yes,Yes,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
131,40.424396,-79.939888,E58130,WINTERBURN AVE OPP BLANTON ST,Inbound,Yes,No,No,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
132,40.420454,-79.93979,E58140,WINTERBURN AVE OPP CONNOR ST,Outbound,Yes,No,No,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
133,40.423238,-79.939763,E58150,WINTERBURN AVE OPP FARNSWORTH ST,Outbound,Yes,No,No,Bus,58,GREENFIELD,HOOD,Greenfield Neighborhood
134,40.436447,-79.782542,E58240,WM PENN HWY OPP VALUE CITY,Outbound,Yes,Yes,Yes,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
135,40.431989,-79.730584,E58260,WILLIAM PENN HWY OPP JADENS II,Outbound,Yes,Yes,Yes,Bus,P12,MONROEVILLE,MUNICIPALI,Monroeville Municipality
136,40.438753,-79.769864,E58350,WM PENN HWY AT CENTER RD FS,Inbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
137,40.445941,-79.849246,E58360,WILLIAM PENN HWY AT CHURCHILL BORO BLDG,Outbound,Yes,No,No,Bus,"67, P12, P16, P67",CHURCHILL,BOROUGH,Churchill Borough
138,40.430259,-79.80628,E58370,WM PENN HWY AT HOME DEPOT,Outbound,Yes,No,No,Bus,"67, P67",WILKINS,TOWNSHIP,Wilkins Township
139,40.438262,-79.77242,E58380,WM PENN HWY AT DENNY'S,Outbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
140,40.438255,-79.774095,E58385,WM PENN HWY AT DUFF RD,Inbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
141,40.438704,-79.764554,E58390,WM PENN HWY AT DOLLAR BANK,Outbound,Yes,Yes,Yes,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
142,40.437565,-79.778609,E58400,WM PENN HWY AT NORTHERN PIKE FS,Inbound,Yes,Yes,Yes,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
143,40.434125,-79.732329,E58410,WILLIAM PENN HWY AT ELLIOTT RD,Inbound,Yes,No,No,Bus,P12,MONROEVILLE,MUNICIPALI,Monroeville Municipality
144,40.445049,-79.858772,E58440,WM PENN HWY AT GRAHAM BLVD,Outbound,Yes,Yes,Yes,Bus,"67, P12, P16, P67",WILKINSBURG,BOROUGH,Wilkinsburg Borough
145,40.445154,-79.859047,E58450,WM PENN HWY AT GRAHAM BLVD FS,Inbound,Yes,Yes,Yes,Bus,"67, P12, P16, P67",WILKINSBURG,BOROUGH,Wilkinsburg Borough
146,40.432953,-79.818901,E58480,WM PENN HWY AT HAWTHORNE DR,Inbound,Yes,Yes,Yes,Bus,P67,WILKINS,TOWNSHIP,Wilkins Township
147,40.430024,-79.809705,E58560,WM PENN HWY AT KINGSTON DR FS,Inbound,Yes,Yes,Yes,Bus,"67, P67",WILKINS,TOWNSHIP,Wilkins Township
148,40.445494,-79.855508,E58575,WM PENN HWY AT MCCREA DR,Outbound,Yes,Yes,Yes,Bus,"67, P12, P16, P67",CHURCHILL,BOROUGH,Churchill Borough
149,40.430807,-79.805771,E58590,WM PENN HWY AT PEP BOYS,Inbound,Yes,No,No,Bus,"67, P67",WILKINS,TOWNSHIP,Wilkins Township
150,40.438179,-79.83076,E58650,WM PENN HWY AT NOTTINGHAM DR,Outbound,Yes,Yes,Yes,Bus,"67, P67",CHURCHILL,BOROUGH,Churchill Borough
151,40.445771,-79.855098,E58665,WM PENN HWY AT OLD GATE RD,Inbound,Yes,Yes,Yes,Bus,"67, P12, P16, P67",WILKINSBURG,BOROUGH,Wilkinsburg Borough
152,40.429961,-79.812621,E58700,WM PENN HWY AT PENN CENTER BLVD NS (DONUT SHO,Outbound,Yes,Yes,Yes,Bus,P67,WILKINS,TOWNSHIP,Wilkins Township
153,40.433752,-79.796976,E58705,WM PENN HWY AT KIA DEALERSHIP,Inbound,Yes,No,No,Bus,"67, P67",MONROEVILLE,MUNICIPALI,Monroeville Municipality
154,40.433325,-79.798582,E58710,WM PENN HWY AT SAM'S WAREHOUSE DRVWY,Inbound,Yes,No,No,Bus,"67, P67",MONROEVILLE,MUNICIPALI,Monroeville Municipality
155,40.432988,-79.798413,E58720,WM PENN HWY AT KOHL'S DRVWY,Outbound,Yes,No,No,Bus,"67, P67",MONROEVILLE,MUNICIPALI,Monroeville Municipality
156,40.438623,-79.767164,E58725,WM PENN HWY OPP RITE AID,Outbound,Yes,Yes,Yes,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
157,40.43907,-79.765052,E58730,WM PENN HWY AT #4155 (PANDA EXPRESS),Inbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
158,40.438044,-79.775525,E58780,WM PENN HWY AT RED LOBSTER,Inbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
159,40.438683,-79.831075,E58790,WM PENN HWY AT RODI RD FS,Inbound,Yes,No,No,Bus,"67, P67",CHURCHILL,BOROUGH,Churchill Borough
160,40.43852,-79.769639,E58850,WM PENN HWY AT STROSCHEIN RD,Outbound,Yes,Yes,Yes,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
161,40.436664,-79.782818,E58890,WM PENN HWY AT VALUE CITY,Inbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
162,40.432042,-79.730218,E58930,WILLIAM PENN HWY AT JADENS II,Inbound,Yes,No,No,Bus,P12,MONROEVILLE,MUNICIPALI,Monroeville Municipality
163,40.446221,-79.851086,E59010,WILLIAM PENN HWY OPP CHURCHILL BORO BLDG,Inbound,Yes,No,No,Bus,"67, P12, P16, P67",CHURCHILL,BOROUGH,Churchill Borough
164,40.434155,-79.732767,E59050,WILLIAM PENN HWY OPP ELLIOTT RD,Outbound,Yes,No,No,Bus,P12,MONROEVILLE,MUNICIPALI,Monroeville Municipality
165,40.437473,-79.777468,E59060,WM PENN HWY OPP NORTHERN PIKE,Outbound,Yes,No,No,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
166,40.429683,-79.809857,E59140,WM PENN HWY OPP KINGSTON DR,Outbound,Yes,Yes,Yes,Bus,"67, P67",WILKINS,TOWNSHIP,Wilkins Township
167,40.430204,-79.812211,E59230,WM PENN HWY OPP PENN CENTER BLVD,Inbound,Yes,Yes,Yes,Bus,P67,WILKINS,TOWNSHIP,Wilkins Township
168,40.437839,-79.775453,E59270,WM PENN HWY OPP RED LOBSTER,Outbound,Yes,Yes,Yes,Bus,67,MONROEVILLE,MUNICIPALI,Monroeville Municipality
169,40.44112,-79.886015,E59360,WOOD ST AT FRANKLIN AVE,Both,Yes,Yes,Yes,Bus,"61A, 71, P71",WILKINSBURG,BOROUGH,Wilkinsburg Borough
170,40.448845,-79.883931,E59365,WOOD ST AT MOOSEHEART ST,Inbound,Yes,Yes,Yes,Bus,"71D, 86",WILKINSBURG,BOROUGH,Wilkinsburg Borough
171,40.445919,-79.883363,E59370,WOOD ST AT HILL AVE,Inbound,Yes,No,No,Bus,"71D, 86",WILKINSBURG,BOROUGH,Wilkinsburg Borough
172,40.446193,-79.883477,E59380,WOOD ST AT HILL AVE,Outbound,Yes,Yes,Yes,Bus,"71D, 86",WILKINSBURG,BOROUGH,Wilkinsburg Borough
